ID,Chinese,English,Context,Source,Notes
unisdk_protocol_network_error,網路狀況不佳，請檢查網路狀態後重試？,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_reject_confirm_back,返回,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_reject_confirm_msg,是否確認拒絕協議？拒絕後將無法繼續遊戲,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_reject_confirm_ok,確認,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_retry,重試,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_camera_permission_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
ntunisdk_scan_camera_permission_sure,確定,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_camera_tips,請打開此應用的攝像頭權限,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_fail,掃碼失敗,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_head_tv,掃描,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_need_camera_permission,需要相機權限來掃描二維碼,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_not_valid_qr,未發現有效二維碼,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_permission_rationale_tip,請到應用設置裡面開啟拍照權限,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_permission_retry,重試,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_permission_setting,去設置,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_qrcode_quit_app_warn,已登入PC端，是否退出應用？,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_qrcode_scan_retry,二維碼識別失敗，請掃描桌面PC端登入二維碼。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_quit_app,退出應用,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_refuse_external_storage,缺少相簿的訪問權限，無法通過照片掃碼，請授予權限。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_request_external_storage,要掃描照片上的二維碼，請允許訪問相簿。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_start_game,啟動遊戲,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_storage_tips,請打開此應用的存儲權限,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_tips,請將取景框對準二維碼進行掃描,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_touch_screen_to_continue,點擊屏幕繼續掃描,,System/SDK,resources.arsc,Extracted from APK resources
neox_exit_game_tip,是否要立即离开瓦坎达战场？,Confirm to exit?,Dialog Message,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_deny,定位所需要的权限被拒绝授予，您的定位功能将无法使用,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_deny_dialog_pos_btn,前往设置,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_deny_more,定位所需要的权限被拒绝授予，您的定位功能将无法使用。若您之后有需要，请自行到应用的设置界面内开启,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_message,由于需要获取您的位置信息，需要申请设备的定位权限,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_tips,接下来使用的功能需要去获取您的位置信息，因而游戏会尝试申请设备的定位权限,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_to_setting_ression,定位所需要的权限被拒绝授予，定位功能将无法使用。您可前往设置界面开启权限。,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_bar_home_description,转到首页,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_bar_up_description,转到上一层级,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_menu_overflow_description,更多选项,,System/SDK,resources.arsc,Extracted from APK resources
abc_activitychooserview_choose_application,选择应用,,System/SDK,resources.arsc,Extracted from APK resources
abc_capital_off,关闭,,System/SDK,resources.arsc,Extracted from APK resources
abc_capital_on,开启,,System/SDK,resources.arsc,Extracted from APK resources
abc_menu_delete_shortcut_label,Delete 键,,System/SDK,resources.arsc,Extracted from APK resources
abc_menu_enter_shortcut_label,Enter 键,,System/SDK,resources.arsc,Extracted from APK resources
abc_menu_space_shortcut_label,空格键,,System/SDK,resources.arsc,Extracted from APK resources
abc_search_hint,搜索…,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_clear,清除查询,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_query,搜索查询,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_search,搜索,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_submit,提交查询,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_voice,语音搜索,,System/SDK,resources.arsc,Extracted from APK resources
abc_shareactionprovider_share_with,分享对象,,System/SDK,resources.arsc,Extracted from APK resources
abc_shareactionprovider_share_with_application,与%s分享,,System/SDK,resources.arsc,Extracted from APK resources
abc_toolbar_collapse_description,收起,,System/SDK,resources.arsc,Extracted from APK resources
search_menu_title,搜索,,System/SDK,resources.arsc,Extracted from APK resources
uni_gm_camera_permission_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
uni_gm_camera_permission_sure,确定,,System/SDK,resources.arsc,Extracted from APK resources
uni_gm_f_close,关闭,,System/SDK,resources.arsc,Extracted from APK resources
uni_gm_f_close_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
uni_gm_f_close_confirm1,确认关闭消息悬浮球?,Confirm,Button,resources.arsc,Extracted from APK resources
uni_gm_f_close_confirm2,(有新消息时重新显示),Confirm,Button,resources.arsc,Extracted from APK resources
uni_gm_f_close_sure,确定,,System/SDK,resources.arsc,Extracted from APK resources
uni_gm_need_camera_permission,需要相机权限用于拍照,,System/SDK,resources.arsc,Extracted from APK resources
uni_gm_permission_tip,请到应用设置里面开启拍照权限,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__continue,继续,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__goto_settings,去设置,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__goto_settings_tip,请在系统设置中开启功能需要的权限。,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__refuse_tip,由于缺少权限，功能无法正常运行。,,System/SDK,resources.arsc,Extracted from APK resources
ngvoice_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
ngvoice_confirm,确定,Confirm,Button,resources.arsc,Extracted from APK resources
ng_wv_alipay_not_installed,您未安装支付宝~请安装支付宝应用后再进行支付，或根据页面提示进行网页支付。,,System/SDK,resources.arsc,Extracted from APK resources
ng_wv_app_not_installed,您所打开的第三方App未安装！,,System/SDK,resources.arsc,Extracted from APK resources
ng_wv_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
ng_wv_continue,继续,,System/SDK,resources.arsc,Extracted from APK resources
ng_wv_open_position_tips,去设置里面开启位置信息权限,,System/SDK,resources.arsc,Extracted from APK resources
ng_wv_open_storage_tips,去设置里面开启存储权限,,System/SDK,resources.arsc,Extracted from APK resources
ng_wv_position_description,为了避免定位失败，请授予访问位置信息的权限,,System/SDK,resources.arsc,Extracted from APK resources
ng_wv_storage_description,为了避免保存图片失败，请授予存储权限。,,System/SDK,resources.arsc,Extracted from APK resources
ng_wv_wechat_not_installed,您未安装微信~ 请安装微信并支付。,,System/SDK,resources.arsc,Extracted from APK resources
confirm_device_credential_password,使用密码,Confirm,Button,resources.arsc,Extracted from APK resources
default_error_msg,未知错误,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_dialog_touch_sensor,请轻触指纹传感器,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_hw_not_available,指纹硬件无法使用。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_hw_not_present,此设备没有指纹传感器,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_lockout,尝试次数过多，请稍后重试。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_no_fingerprints,未注册任何指纹。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_user_canceled,用户取消了指纹操作。,Cancel,Button,resources.arsc,Extracted from APK resources
fingerprint_not_recognized,无法识别,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_no_device_credential,未设置 PIN 码、解锁图案或密码。,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_no_keyguard,此设备不支持 PIN 码、解锁图案或密码。,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_user_canceled,用户已取消身份验证。,Cancel,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_network_error,加载用户协议失败，是否重试？,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_reject_confirm_msg,是否确认拒绝协议？拒绝后将无法继续游戏,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_reject_confirm_ok,确认,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_retry,重试,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_camera_permission_sure,确定,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_camera_tips,请打开此应用的摄像头权限,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_fail,扫码失败,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_head_tv,扫一扫,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_need_camera_permission,需要相机权限来扫描二维码,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_not_valid_qr,未识别到有效二维码,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_permission_rationale_tip,请到应用设置里面开启拍照权限,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_permission_retry,重试,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_permission_setting,去设置,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_qrcode_quit_app_warn,已登录桌面模拟器，是否退出应用？,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_qrcode_scan_retry,二维码识别失败，请扫描桌面模拟器二维码。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_quit_app,退出应用,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_refuse_external_storage,缺少相册的访问权限，无法通过图片扫码，请授予权限。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_request_external_storage,要通过图片扫码，请允许访问相册。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_start_game,启动游戏,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_storage_tips,请打开此应用的存储权限,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_tips,请将取景框对准二维码进行扫描,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_touch_screen_to_continue,轻触屏幕继续扫描,,System/SDK,resources.arsc,Extracted from APK resources
need_write_external_storage,你已經關閉了「写入设备存储」的權限，由於需要保存與讀取登錄帳號，遊戲進度，遊戲設定訊息等內容，所以需要在：設定->權限中允許該權限。我們保證不會讀寫手機其他位置的內容。,,System/SDK,resources.arsc,Extracted from APK resources
need_write_external_storage_tips,由於需要保存與讀取遊戲帳號，遊戲進度以及遊戲設定資訊等內容，所以我們需要[存取儲存裝置]的權限，同時我們也保證不會讀取手機其他位置的內容。如果您拒絕了這個權限，由於帳號安全等方面的考慮，將不能運行本遊戲,,System/SDK,resources.arsc,Extracted from APK resources
neox_abort,終止,,System/SDK,resources.arsc,Extracted from APK resources
neox_dumpview_label,非常抱歉，我們的系統剛剛發生了一個崩壞，發送錯誤報告？,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_adjust_res,調整分辨率,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_auto_res,自適應分辨率,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_check_update,檢查更新中....,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_copy_data,安裝數據包,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_copying,首次啟動，正在努力解壓縮...,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_data_dir,數據包位置,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_data_sd,data目錄,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_device_test,機能測試,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_external_sd,外置儲存,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_internal_sd,內置儲存,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_multithread_gpures,多線程GLES,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_multithread_render,多線程渲染,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_no_enough_space,空間不足，請清理內存或檢查SD卡是否已插入,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_not_wifi,你沒有使用WIFI，是否繼續更新？,,System/SDK,resources.arsc,Extracted from APK resources
neox_pick_image,選擇圖像,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_rsync_all,同步所有文件,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_rsync_script,僅同步腳本文件,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_total_update_file_num,需要更新的文件總數,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_updated_file_num,已更新文件數量,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_title,利用規約,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_confirm,確認,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_accept,同意する,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_network_error,ネットワークが不安定です。確認の後もう一度お試しください,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_reject_confirm_back,戻る,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_reject_confirm_msg,この利用規約に同意されない場合、本ゲームをご利用いただくことはできません。よろしいでしょうか？,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_reject_confirm_ok,アプリ終了,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_deny_more,定位所需要的權限被拒絕授予，您的定位功能將無法使用。若您之後有需要，請自行到設置界面內開啟,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_bar_home_description,瀏覽首頁,,System/SDK,resources.arsc,Extracted from APK resources
abc_menu_delete_shortcut_label,Delete 鍵,,System/SDK,resources.arsc,Extracted from APK resources
abc_menu_space_shortcut_label,空格鍵,,System/SDK,resources.arsc,Extracted from APK resources
abc_shareactionprovider_share_with_application,與「%s」分享,,System/SDK,resources.arsc,Extracted from APK resources
default_error_msg,不明的錯誤,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_hw_not_available,指紋硬體無法使用。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_hw_not_present,這個裝置沒有指紋感應器,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_lockout,嘗試次數過多，請稍後再試。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_no_fingerprints,未登錄任何指紋。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_user_canceled,使用者已取消指紋驗證作業。,Cancel,Button,resources.arsc,Extracted from APK resources
fingerprint_not_recognized,無法辨識,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_no_device_credential,未設定 PIN 碼、解鎖圖案或密碼。,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_no_keyguard,這部裝置不支援 PIN 碼、解鎖圖案或密碼。,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_user_canceled,使用者已取消驗證作業。,Cancel,Button,resources.arsc,Extracted from APK resources
